"","date","all","a014y","a1564y","a6574y","a7584y","a85plusy","mal","fem","inf","ment","cvd","resp","uri","station","f_id","temp"
"1","2007-12-10",1,0,1,0,0,0,0,1,0,0,1,0,0,"Poschiavo",NA,-1
"2","2007-12-26",1,0,1,0,0,0,1,0,0,0,1,0,0,"Poschiavo",NA,-1.8
"3","2007-12-28",3,0,2,0,1,0,1,2,1,1,1,0,0,"Poschiavo",NA,-3.9
"4","2008-01-01",1,0,1,0,0,0,1,0,0,0,0,1,0,"Poschiavo",NA,-6.6
"5","2008-01-02",4,2,0,0,2,0,2,2,0,0,1,3,0,"Poschiavo",NA,-4.4
"6","2008-01-03",2,0,2,0,0,0,1,1,0,0,0,1,1,"Poschiavo",NA,-4.6
"7","2008-01-05",2,0,0,1,0,1,1,1,1,0,1,0,0,"Poschiavo",NA,-0.5
"8","2008-01-07",2,0,2,0,0,0,0,2,0,0,0,0,2,"Poschiavo",NA,0.2
"9","2008-01-08",4,0,4,0,0,0,1,3,1,0,3,0,0,"Poschiavo",NA,-5.5
"10","2008-01-11",1,0,0,0,1,0,0,1,0,0,1,0,0,"Poschiavo",NA,-0.5
"11","2008-01-14",4,1,0,0,2,1,4,0,1,0,1,2,0,"Poschiavo",NA,0.4
"12","2008-01-16",4,3,1,0,0,0,1,3,0,0,0,3,1,"Poschiavo",NA,0.2
"13","2008-01-18",1,0,1,0,0,0,0,1,0,0,0,0,1,"Poschiavo",NA,-0.5
"14","2008-01-20",1,0,1,0,0,0,0,1,0,0,0,0,1,"Poschiavo",NA,0.8
"15","2008-01-21",1,0,1,0,0,0,0,1,0,1,0,0,0,"Poschiavo",NA,-0.3
"16","2008-01-22",1,0,0,0,0,1,0,1,0,0,0,0,1,"Poschiavo",NA,1
"17","2008-01-23",2,0,2,0,0,0,1,1,0,0,0,0,2,"Poschiavo",0,-0.5
"18","2008-01-24",3,0,1,1,0,1,2,1,1,0,0,2,0,"Poschiavo",0,-2.2
"19","2008-01-25",2,0,1,1,0,0,1,1,0,1,0,1,0,"Poschiavo",118,4.1
"20","2008-01-26",1,0,0,0,1,0,1,0,0,0,0,1,0,"Poschiavo",22,0.8
"21","2008-01-28",3,0,2,1,0,0,1,2,0,0,0,1,2,"Poschiavo",75,7.9
"22","2008-01-29",1,0,1,0,0,0,1,0,0,0,0,0,1,"Poschiavo",0,1.7
"23","2008-01-30",1,0,1,0,0,0,0,1,0,1,0,0,0,"Poschiavo",0,0.6
"24","2008-01-31",2,0,2,0,0,0,2,0,0,0,1,0,1,"Poschiavo",9,2
"25","2008-02-02",1,0,0,0,0,1,0,1,0,0,1,0,0,"Poschiavo",64,-0.3
"26","2008-02-03",1,0,1,0,0,0,1,0,0,0,0,0,1,"Poschiavo",0,-2.8
"27","2008-02-04",5,0,3,0,1,1,0,5,2,1,1,0,1,"Poschiavo",2,-0.5
"28","2008-02-06",1,0,1,0,0,0,1,0,0,0,1,0,0,"Poschiavo",57,1.8
"29","2008-02-08",1,0,0,1,0,0,0,1,0,0,1,0,0,"Poschiavo",0,-1.8
"30","2008-02-12",1,0,0,0,0,1,1,0,0,0,1,0,0,"Poschiavo",0,-1.7
"31","2008-02-14",2,0,1,0,1,0,1,1,0,0,1,1,0,"Poschiavo",0,-0.7
"32","2008-02-15",1,0,1,0,0,0,1,0,0,0,1,0,0,"Poschiavo",98,2
"33","2008-02-18",2,0,1,1,0,0,1,1,0,0,0,1,1,"Poschiavo",0,-1
"34","2008-02-19",2,0,1,0,1,0,1,1,0,0,1,0,1,"Poschiavo",0,-0.4
"35","2008-02-20",2,0,1,1,0,0,2,0,1,0,1,0,0,"Poschiavo",0,-1
"36","2008-02-22",1,0,1,0,0,0,1,0,0,0,0,0,1,"Poschiavo",0,3.2
"37","2008-02-23",1,0,1,0,0,0,1,0,0,0,0,0,1,"Poschiavo",0,5.1
"38","2008-02-24",1,0,1,0,0,0,1,0,0,0,0,1,0,"Poschiavo",0,4.7
"39","2008-02-26",2,1,1,0,0,0,2,0,1,0,0,1,0,"Poschiavo",0,2.9
"40","2008-02-27",2,0,2,0,0,0,2,0,0,0,0,1,1,"Poschiavo",0,3.7
"41","2008-02-28",1,0,0,0,1,0,1,0,0,0,0,0,1,"Poschiavo",0,2.9
"42","2008-02-29",1,0,0,0,1,0,0,1,0,0,1,0,0,"Poschiavo",0,4.3
"43","2008-03-01",3,2,1,0,0,0,2,1,2,1,0,0,0,"Poschiavo",58,6
"44","2008-03-02",1,0,1,0,0,0,0,1,0,0,1,0,0,"Poschiavo",159,10.8
"45","2008-03-03",1,0,0,1,0,0,1,0,0,0,1,0,0,"Poschiavo",1,6.4
"46","2008-03-04",3,0,3,0,0,0,1,2,1,1,0,0,1,"Poschiavo",274,4.1
"47","2008-03-05",2,0,1,0,0,1,2,0,0,1,0,1,0,"Poschiavo",278,0
"48","2008-03-06",2,0,1,0,1,0,1,1,0,0,1,0,1,"Poschiavo",2,-2.1
"49","2008-03-07",1,0,0,1,0,0,1,0,0,0,0,1,0,"Poschiavo",0,2.2
"50","2008-03-09",2,0,2,0,0,0,2,0,0,0,0,0,2,"Poschiavo",0,1.6
