"","date","all","a014y","a1564y","a6574y","a7584y","a85plusy","mal","fem","inf","ment","cvd","resp","uri","station","f_id","temp"
"1","1998-01-01",1,0,0,0,1,0,0,1,0,0,1,0,0,"Magadino",NA,2.7
"2","1998-01-02",3,0,1,0,1,1,2,1,1,0,2,0,0,"Magadino",NA,3.8
"3","1998-01-03",1,0,0,1,0,0,1,0,0,0,1,0,0,"Magadino",NA,2.4
"4","1998-01-04",1,0,0,0,1,0,0,1,0,0,0,1,0,"Magadino",NA,2.6
"5","1998-01-05",4,0,1,1,1,1,3,1,1,0,3,0,0,"Magadino",NA,1.8
"6","1998-01-06",2,0,0,1,1,0,1,1,0,0,0,2,0,"Magadino",NA,3.5
"7","1998-01-07",4,1,0,1,0,2,3,1,1,0,1,2,0,"Magadino",NA,1.9
"8","1998-01-08",2,0,0,2,0,0,1,1,1,0,0,1,0,"Magadino",NA,1.2
"9","1998-01-11",1,0,1,0,0,0,1,0,0,0,0,1,0,"Magadino",NA,0.2
"10","1998-01-13",1,0,0,0,0,1,0,1,0,0,1,0,0,"Magadino",NA,1.9
"11","1998-01-15",2,0,1,0,0,1,1,1,0,1,1,0,0,"Magadino",NA,5.1
"12","1998-01-16",1,0,0,1,0,0,1,0,0,1,0,0,0,"Magadino",NA,5.4
"13","1998-01-17",1,0,0,1,0,0,1,0,0,0,1,0,0,"Magadino",NA,6.9
"14","1998-01-19",2,0,1,0,1,0,1,1,0,0,1,0,1,"Magadino",NA,1.9
"15","1998-01-20",1,0,0,0,0,1,0,1,0,0,1,0,0,"Magadino",NA,4.5
"16","1998-01-21",4,0,0,1,2,1,2,2,1,1,2,0,0,"Magadino",NA,7.6
"17","1998-01-23",2,0,0,1,1,0,1,1,0,0,1,0,1,"Magadino",NA,0.6
"18","1998-01-26",2,1,0,0,1,0,1,1,1,0,1,0,0,"Magadino",NA,1.5
"19","1998-01-27",1,0,0,1,0,0,0,1,0,0,0,1,0,"Magadino",NA,-0.2
"20","1998-01-28",1,0,1,0,0,0,0,1,1,0,0,0,0,"Magadino",NA,-1.4
"21","1998-01-29",2,0,0,1,1,0,0,2,0,0,1,1,0,"Magadino",NA,-0.9
"22","1998-01-30",3,0,2,1,0,0,2,1,0,0,1,2,0,"Magadino",NA,-0.9
"23","1998-02-01",2,0,1,0,0,1,1,1,0,0,0,1,1,"Magadino",NA,0.2
"24","1998-02-02",1,0,0,0,1,0,0,1,0,0,1,0,0,"Magadino",NA,0.5
"25","1998-02-03",2,0,0,1,1,0,1,1,0,0,1,1,0,"Magadino",NA,-1.2
"26","1998-02-04",3,0,0,0,1,2,0,3,1,0,1,0,1,"Magadino",NA,-0.2
"27","1998-02-05",3,0,0,1,1,1,2,1,0,0,2,1,0,"Magadino",NA,-0.2
"28","1998-02-06",3,0,1,0,0,2,1,2,0,0,1,2,0,"Magadino",NA,0.7
"29","1998-02-07",1,0,0,0,0,1,0,1,0,0,0,1,0,"Magadino",NA,0.7
"30","1998-02-08",1,0,0,1,0,0,1,0,1,0,0,0,0,"Magadino",NA,6.8
"31","1998-02-09",1,0,1,0,0,0,1,0,0,1,0,0,0,"Magadino",NA,1.8
"32","1998-02-10",2,0,0,1,1,0,2,0,0,0,2,0,0,"Magadino",NA,2.3
"33","1998-02-11",4,1,0,1,2,0,1,3,1,1,0,2,0,"Magadino",NA,4
"34","1998-02-12",2,0,0,1,1,0,2,0,0,0,2,0,0,"Magadino",NA,5.1
"35","1998-02-13",1,0,1,0,0,0,0,1,0,0,0,1,0,"Magadino",NA,7.2
