"","date","all","a014y","a1564y","a6574y","a7584y","a85plusy","mal","fem","inf","ment","cvd","resp","uri","station","f_id","temp"
"1","1998-01-07",2,0,0,2,0,0,2,0,0,0,0,0,2,"Davos",0,-1.2
"2","1998-03-28",1,1,0,0,0,0,0,1,0,0,0,1,0,"Davos",0,4.5
"3","1998-07-09",1,0,1,0,0,0,1,0,1,0,0,0,0,"Davos",0,6.4
"4","1998-07-22",1,1,0,0,0,0,1,0,0,0,0,0,1,"Davos",6,16.1
"5","1999-01-04",1,0,1,0,0,0,0,1,0,1,0,0,0,"Davos",0,-0.1
"6","1999-07-12",1,0,1,0,0,0,1,0,1,0,0,0,0,"Davos",0,12.1
"7","2000-01-01",8,0,4,1,1,2,3,5,0,3,3,2,0,"Davos",0,-4.2
"8","2000-01-03",1,0,0,1,0,0,1,0,0,0,0,0,1,"Davos",0,-5.8
"9","2000-01-04",1,0,1,0,0,0,1,0,0,0,0,1,0,"Davos",0,-5.3
"10","2000-01-06",1,0,0,0,1,0,1,0,0,0,0,0,1,"Davos",0,-3.3
"11","2000-01-08",1,0,0,1,0,0,1,0,0,1,0,0,0,"Davos",0,-5.2
"12","2000-01-13",1,0,1,0,0,0,0,1,0,1,0,0,0,"Davos",0,-8.6
"13","2000-01-14",1,0,0,0,0,1,1,0,0,0,0,0,1,"Davos",0,-8.1
"14","2000-01-15",1,0,0,0,0,1,0,1,0,0,1,0,0,"Davos",0,-5.3
"15","2000-01-19",1,0,0,0,1,0,0,1,0,0,0,1,0,"Davos",0,-7.5
"16","2000-01-26",1,0,1,0,0,0,1,0,0,0,0,1,0,"Davos",0,-12.4
"17","2000-01-27",1,0,0,0,1,0,1,0,0,0,0,1,0,"Davos",0,-8.1
"18","2000-01-29",2,0,1,0,0,1,1,1,1,0,0,1,0,"Davos",3,-5
"19","2000-01-30",1,0,0,0,1,0,1,0,0,0,0,1,0,"Davos",0,0.6
"20","2000-02-02",1,0,0,0,1,0,0,1,0,0,1,0,0,"Davos",0,-0.2
"21","2000-02-06",2,0,1,0,1,0,0,2,0,1,1,0,0,"Davos",0,1
"22","2000-02-15",1,0,0,1,0,0,1,0,0,0,1,0,0,"Davos",0,-2
"23","2000-02-19",1,0,0,0,1,0,1,0,0,0,0,1,0,"Davos",0,-2.3
"24","2000-02-22",3,0,1,0,2,0,0,3,0,1,2,0,0,"Davos",0,-8
"25","2000-02-24",2,0,2,0,0,0,0,2,0,2,0,0,0,"Davos",0,-5
"26","2000-02-27",2,0,1,0,1,0,1,1,0,1,0,1,0,"Davos",0,-0.9
"27","2000-03-02",1,0,0,0,1,0,0,1,0,0,1,0,0,"Davos",0,-6.3
"28","2000-03-03",2,0,0,0,2,0,0,2,0,0,2,0,0,"Davos",0,-2.8
"29","2000-03-13",1,1,0,0,0,0,1,0,0,0,1,0,0,"Davos",0,0.8
"30","2000-03-17",1,0,0,1,0,0,1,0,1,0,0,0,0,"Davos",0,-1.1
"31","2000-03-20",1,0,1,0,0,0,0,1,0,1,0,0,0,"Davos",0,-2.8
"32","2000-03-21",1,0,1,0,0,0,0,1,0,1,0,0,0,"Davos",0,-0.3
"33","2000-03-25",1,0,0,0,1,0,0,1,1,0,0,0,0,"Davos",0,2.6
"34","2000-03-27",3,1,0,1,1,0,2,1,0,0,2,0,1,"Davos",0,-2.7
"35","2000-04-03",1,0,0,1,0,0,1,0,0,1,0,0,0,"Davos",142,3.6
"36","2000-04-11",1,0,0,0,1,0,1,0,0,0,0,1,0,"Davos",156,3.2
"37","2000-04-20",1,0,0,1,0,0,1,0,0,1,0,0,0,"Davos",14,5
"38","2000-04-21",1,0,1,0,0,0,0,1,0,1,0,0,0,"Davos",0,6.9
"39","2000-04-24",1,1,0,0,0,0,0,1,1,0,0,0,0,"Davos",0,2.5
"40","2000-04-27",1,0,0,0,1,0,0,1,0,0,0,0,1,"Davos",106,8.3
"41","2000-04-28",1,1,0,0,0,0,1,0,0,0,0,1,0,"Davos",205,9.8
"42","2000-05-02",1,0,0,1,0,0,1,0,0,0,1,0,0,"Davos",12,8.5
"43","2000-05-05",1,0,0,1,0,0,1,0,0,0,1,0,0,"Davos",53,9.1
"44","2000-05-06",1,0,1,0,0,0,0,1,0,1,0,0,0,"Davos",87,7.9
"45","2000-05-09",1,0,1,0,0,0,1,0,0,1,0,0,0,"Davos",72,10.8
"46","2000-05-24",1,0,0,0,0,1,0,1,0,0,1,0,0,"Davos",0,10.2
"47","2000-06-02",1,0,1,0,0,0,0,1,0,1,0,0,0,"Davos",0,14.5
"48","2000-06-09",1,0,0,0,0,1,1,0,0,0,1,0,0,"Davos",139,14.5
"49","2000-06-10",1,0,0,1,0,0,0,1,0,0,1,0,0,"Davos",123,14.4
"50","2000-06-11",1,0,0,1,0,0,0,1,0,0,1,0,0,"Davos",118,13.9
"51","2000-06-15",1,0,1,0,0,0,1,0,0,0,0,0,1,"Davos",0,11.1
"52","2000-06-20",1,0,1,0,0,0,0,1,0,1,0,0,0,"Davos",26,17.5
"53","2000-06-22",1,0,1,0,0,0,0,1,0,1,0,0,0,"Davos",0,15.9
"54","2000-07-03",1,0,0,0,1,0,0,1,0,0,1,0,0,"Davos",124,18.1
"55","2000-07-06",1,0,1,0,0,0,0,1,0,0,1,0,0,"Davos",0,14.6
