"","date","all","a014y","a1564y","a6574y","a7584y","a85plusy","mal","fem","inf","ment","cvd","resp","uri","station","f_id","temp"
"1","2007-11-09",1,0,1,0,0,0,0,1,0,1,0,0,0,"Visp",0,4.2
"2","2007-11-12",1,0,1,0,0,0,0,1,0,1,0,0,0,"Visp",0,5.6
"3","2007-11-22",1,0,0,0,1,0,0,1,0,0,1,0,0,"Visp",226,12.1
"4","2007-11-24",1,0,1,0,0,0,1,0,0,1,0,0,0,"Visp",0,7
"5","2007-11-28",1,0,1,0,0,0,1,0,1,0,0,0,0,"Visp",0,-2.5
"6","2007-11-30",2,0,2,0,0,0,1,1,0,2,0,0,0,"Visp",0,0.7
"7","2007-12-04",1,0,1,0,0,0,1,0,0,0,0,0,1,"Visp",0,4.6
"8","2007-12-06",1,0,0,0,0,1,0,1,0,1,0,0,0,"Visp",0,4.7
"9","2007-12-09",1,0,1,0,0,0,1,0,0,1,0,0,0,"Visp",0,1
"10","2007-12-17",1,0,0,0,1,0,0,1,0,0,0,1,0,"Visp",48,-3.7
"11","2007-12-20",1,0,1,0,0,0,1,0,0,1,0,0,0,"Visp",0,-5.4
"12","2007-12-21",1,0,0,1,0,0,1,0,0,0,0,1,0,"Visp",0,-5.6
"13","2007-12-22",2,0,1,0,0,1,0,2,0,1,1,0,0,"Visp",0,-2.3
"14","2007-12-23",1,0,0,1,0,0,1,0,0,0,1,0,0,"Visp",0,-2.4
"15","2007-12-25",1,0,0,0,1,0,1,0,0,0,1,0,0,"Visp",0,-6.3
"16","2007-12-26",1,0,0,0,1,0,1,0,0,0,1,0,0,"Visp",0,-3.4
"17","2007-12-28",3,0,0,0,1,2,1,2,0,0,1,1,1,"Visp",0,-6.9
"18","2007-12-29",4,0,0,1,1,2,3,1,0,0,1,2,1,"Visp",0,-5.2
"19","2007-12-30",5,1,2,0,1,1,0,5,0,0,1,3,1,"Visp",0,0
"20","2007-12-31",10,0,4,2,3,1,10,0,0,1,4,4,1,"Visp",0,-6
"21","2008-01-01",3,0,3,0,0,0,3,0,0,3,0,0,0,"Visp",0,-8
"22","2008-01-02",6,1,2,1,1,1,4,2,0,1,1,2,2,"Visp",61,-5.4
"23","2008-01-03",1,1,0,0,0,0,1,0,0,0,0,1,0,"Visp",255,2.7
"24","2008-01-04",2,0,2,0,0,0,2,0,1,1,0,0,0,"Visp",270,6.3
"25","2008-01-05",6,1,5,0,0,0,4,2,1,1,1,2,1,"Visp",143,6.6
"26","2008-01-06",6,0,2,0,4,0,3,3,0,2,3,1,0,"Visp",0,1.5
"27","2008-01-07",5,0,2,0,2,1,3,2,0,0,2,2,1,"Visp",0,3.1
"28","2008-01-08",5,0,2,1,2,0,2,3,1,1,3,0,0,"Visp",0,-0.2
"29","2008-01-09",7,0,4,1,1,1,2,5,1,1,2,3,0,"Visp",0,1
"30","2008-01-10",4,0,2,0,2,0,3,1,0,2,2,0,0,"Visp",0,0.3
"31","2008-01-11",6,1,3,0,1,1,4,2,0,0,2,2,2,"Visp",36,6.3
"32","2008-01-12",2,0,1,0,1,0,0,2,0,1,1,0,0,"Visp",0,2.2
"33","2008-01-13",2,0,1,0,0,1,1,1,0,0,0,2,0,"Visp",0,0.5
"34","2008-01-14",7,0,3,2,1,1,4,3,0,1,0,5,1,"Visp",4,4.6
"35","2008-01-15",3,0,0,0,1,2,2,1,0,2,0,0,1,"Visp",68,4.2
"36","2008-01-16",2,0,1,1,0,0,2,0,0,0,1,0,1,"Visp",85,5.1
"37","2008-01-17",3,0,2,1,0,0,3,0,0,2,0,1,0,"Visp",0,1.9
"38","2008-01-18",3,0,1,0,1,1,1,2,0,1,1,0,1,"Visp",0,1.9
"39","2008-01-19",6,0,4,0,1,1,3,3,2,0,2,1,1,"Visp",0,2.5
"40","2008-01-20",3,0,1,0,2,0,2,1,0,1,1,1,0,"Visp",0,0.3
"41","2008-01-21",3,0,2,0,1,0,1,2,0,1,1,1,0,"Visp",0,0.2
"42","2008-01-22",4,1,3,0,0,0,1,3,0,0,1,2,1,"Visp",0,4.6
"43","2008-01-23",4,0,1,1,2,0,2,2,1,0,0,3,0,"Visp",0,0
"44","2008-01-24",4,0,4,0,0,0,2,2,0,2,1,1,0,"Visp",0,-0.3
"45","2008-01-25",1,0,1,0,0,0,0,1,0,0,1,0,0,"Visp",0,1
"46","2008-01-26",7,1,2,1,2,1,5,2,1,1,3,1,1,"Visp",0,0
"47","2008-01-27",7,3,3,1,0,0,3,4,0,1,1,5,0,"Visp",0,-0.5
"48","2008-01-28",7,0,4,2,1,0,5,2,0,1,1,4,1,"Visp",0,1.2
"49","2008-01-29",2,0,1,1,0,0,0,2,0,1,0,0,1,"Visp",0,1.2
"50","2008-01-30",6,0,3,1,2,0,2,4,1,1,1,3,0,"Visp",0,1.8
"51","2008-01-31",5,0,4,0,1,0,5,0,1,1,2,0,1,"Visp",0,2
"52","2008-02-01",10,1,6,0,2,1,5,5,1,4,2,3,0,"Visp",58,4.3
"53","2008-02-02",4,0,3,1,0,0,1,3,1,2,1,0,0,"Visp",0,2.3
"54","2008-02-03",3,0,0,1,2,0,2,1,0,0,2,0,1,"Visp",150,3.3
"55","2008-02-04",15,2,4,6,2,1,9,6,3,1,9,2,0,"Visp",161,5.2
"56","2008-02-05",5,2,2,0,0,1,2,3,0,0,2,2,1,"Visp",0,2.4
"57","2008-02-06",3,1,0,1,1,0,3,0,2,0,0,1,0,"Visp",0,3.5
